order_id,customer_id,order_date,sku_id,quantity,unit_price,line_total
ORD-001506,WCUST-00117,2026-08-01,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001507,WCUST-00117,2026-08-30,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001508,WCUST-00118,2025-12-11,DECAF-PERU-WHOLESALE,9,93.0,837.0
ORD-001508,WCUST-00118,2025-12-11,REGULAR-GUATEMALA-RETAIL,2,14.0,28.0
ORD-001509,WCUST-00118,2026-01-15,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001510,WCUST-00118,2026-02-12,DECAF-COLOMBIA-WHOLESALE,9,93.0,837.0
ORD-001510,WCUST-00118,2026-02-12,REGULAR-PERU-RETAIL,2,14.0,28.0
ORD-001511,WCUST-00118,2026-03-17,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-001512,WCUST-00118,2026-04-14,DECAF-COLOMBIA-WHOLESALE,5,93.0,465.0
ORD-001513,WCUST-00118,2026-05-21,REGULAR-BLEND-WHOLESALE,9,84.0,756.0
ORD-001513,WCUST-00118,2026-05-21,REGULAR-BLEND-RETAIL,3,14.0,42.0
ORD-001514,WCUST-00118,2026-06-26,REGULAR-BLEND-WHOLESALE,9,84.0,756.0
ORD-001515,WCUST-00118,2026-07-22,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001516,WCUST-00118,2026-08-20,REGULAR-BLEND-WHOLESALE,8,84.0,672.0
ORD-001516,WCUST-00118,2026-08-20,REGULAR-COLOMBIA-RETAIL,1,14.0,14.0
ORD-001517,WCUST-00119,2025-04-06,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001518,WCUST-00119,2025-05-07,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001518,WCUST-00119,2025-05-07,REGULAR-GUATEMALA-RETAIL,1,14.0,14.0
ORD-001519,WCUST-00119,2025-06-01,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-001520,WCUST-00119,2025-06-22,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001521,WCUST-00119,2025-07-27,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-001522,WCUST-00119,2025-08-30,DECAF-GUATEMALA-WHOLESALE,5,93.0,465.0
ORD-001523,WCUST-00119,2025-09-27,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001524,WCUST-00119,2025-10-18,DECAF-GUATEMALA-WHOLESALE,3,93.0,279.0
ORD-001525,WCUST-00119,2025-11-12,DECAF-PERU-WHOLESALE,4,93.0,372.0
ORD-001526,WCUST-00119,2025-12-08,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001527,WCUST-00119,2025-12-30,DECAF-PERU-WHOLESALE,2,93.0,186.0
ORD-001527,WCUST-00119,2025-12-30,DECAF-PERU-RETAIL,2,15.5,31.0
ORD-001528,WCUST-00119,2026-02-03,DECAF-COLOMBIA-WHOLESALE,4,93.0,372.0
ORD-001528,WCUST-00119,2026-02-03,REGULAR-PERU-RETAIL,2,14.0,28.0
ORD-001529,WCUST-00119,2026-02-27,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-001530,WCUST-00119,2026-03-21,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-001531,WCUST-00119,2026-04-21,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001531,WCUST-00119,2026-04-21,REGULAR-GUATEMALA-RETAIL,1,14.0,14.0
ORD-001532,WCUST-00119,2026-05-24,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-001533,WCUST-00119,2026-06-21,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001534,WCUST-00119,2026-07-19,DECAF-COLOMBIA-WHOLESALE,3,93.0,279.0
ORD-001534,WCUST-00119,2026-07-19,REGULAR-COLOMBIA-RETAIL,1,14.0,14.0
ORD-001535,WCUST-00119,2026-08-24,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-001536,WCUST-00120,2025-10-19,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-001537,WCUST-00120,2025-11-20,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001538,WCUST-00120,2025-12-24,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001539,WCUST-00120,2026-01-24,REGULAR-PERU-WHOLESALE,2,84.0,168.0
ORD-001540,WCUST-00120,2026-02-14,DECAF-COLOMBIA-WHOLESALE,4,93.0,372.0
ORD-001541,WCUST-00123,2025-04-10,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001541,WCUST-00123,2025-04-10,REGULAR-GUATEMALA-RETAIL,1,14.0,14.0
ORD-001542,WCUST-00123,2025-05-05,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-001543,WCUST-00123,2025-05-30,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-001544,WCUST-00123,2025-06-16,DECAF-BLEND-WHOLESALE,8,93.0,744.0
ORD-001545,WCUST-00123,2025-07-06,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-001546,WCUST-00123,2025-07-25,REGULAR-COLOMBIA-WHOLESALE,6,84.0,504.0
ORD-001546,WCUST-00123,2025-07-25,REGULAR-COLOMBIA-RETAIL,2,14.0,28.0
ORD-001547,WCUST-00123,2025-08-14,REGULAR-PERU-WHOLESALE,8,84.0,672.0
ORD-001548,WCUST-00123,2025-09-08,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-001548,WCUST-00123,2025-09-08,REGULAR-PERU-RETAIL,2,14.0,28.0
ORD-001549,WCUST-00123,2025-09-29,REGULAR-PERU-WHOLESALE,6,84.0,504.0
ORD-001550,WCUST-00123,2025-10-18,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-001551,WCUST-00123,2025-11-06,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001551,WCUST-00123,2025-11-06,REGULAR-GUATEMALA-RETAIL,1,14.0,14.0
ORD-001552,WCUST-00123,2025-11-22,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-001553,WCUST-00123,2025-12-19,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001554,WCUST-00123,2026-01-03,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001555,WCUST-00123,2026-01-27,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001556,WCUST-00123,2026-02-12,REGULAR-PERU-WHOLESALE,7,84.0,588.0
ORD-001557,WCUST-00123,2026-03-06,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-001558,WCUST-00123,2026-03-31,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-001559,WCUST-00123,2026-04-16,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001560,WCUST-00123,2026-05-07,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001560,WCUST-00123,2026-05-07,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001561,WCUST-00123,2026-05-31,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001562,WCUST-00123,2026-06-15,DECAF-COLOMBIA-WHOLESALE,3,93.0,279.0
ORD-001563,WCUST-00123,2026-07-05,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001564,WCUST-00123,2026-07-25,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-001565,WCUST-00123,2026-08-19,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001566,WCUST-00123,2026-09-03,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001567,WCUST-00124,2025-09-09,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001568,WCUST-00124,2025-10-03,REGULAR-PERU-WHOLESALE,6,84.0,504.0
ORD-001569,WCUST-00124,2025-10-18,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001570,WCUST-00124,2025-11-07,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001571,WCUST-00124,2025-12-01,DECAF-PERU-WHOLESALE,5,93.0,465.0
ORD-001572,WCUST-00124,2025-12-27,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001573,WCUST-00124,2026-01-15,REGULAR-PERU-WHOLESALE,6,84.0,504.0
ORD-001574,WCUST-00124,2026-02-06,REGULAR-PERU-WHOLESALE,7,84.0,588.0
ORD-001574,WCUST-00124,2026-02-06,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001575,WCUST-00124,2026-03-05,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001575,WCUST-00124,2026-03-05,DECAF-COLOMBIA-RETAIL,1,15.5,15.5
ORD-001576,WCUST-00124,2026-03-22,DECAF-COLOMBIA-WHOLESALE,7,93.0,651.0
ORD-001577,WCUST-00124,2026-04-17,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001577,WCUST-00124,2026-04-17,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001578,WCUST-00124,2026-05-08,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001579,WCUST-00124,2026-06-02,DECAF-COLOMBIA-WHOLESALE,4,93.0,372.0
ORD-001580,WCUST-00125,2025-12-26,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001581,WCUST-00125,2026-01-25,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001582,WCUST-00125,2026-03-02,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001583,WCUST-00125,2026-04-07,DECAF-COLOMBIA-WHOLESALE,5,93.0,465.0
ORD-001584,WCUST-00125,2026-05-01,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001585,WCUST-00125,2026-06-02,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001586,WCUST-00125,2026-06-28,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001587,WCUST-00125,2026-07-30,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001588,WCUST-00125,2026-08-26,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-001588,WCUST-00125,2026-08-26,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001589,WCUST-00126,2024-06-16,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-001590,WCUST-00126,2024-08-23,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-001591,WCUST-00126,2024-10-28,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001592,WCUST-00126,2024-12-23,REGULAR-GUATEMALA-WHOLESALE,1,84.0,84.0
ORD-001593,WCUST-00126,2025-02-21,REGULAR-COLOMBIA-WHOLESALE,1,84.0,84.0
ORD-001594,WCUST-00126,2025-04-12,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-001594,WCUST-00126,2025-04-12,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001595,WCUST-00126,2025-06-12,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001596,WCUST-00126,2025-08-07,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001597,WCUST-00126,2025-09-16,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-001598,WCUST-00126,2025-11-11,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-001599,WCUST-00126,2025-12-22,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001599,WCUST-00126,2025-12-22,DECAF-PERU-RETAIL,2,15.5,31.0
ORD-001600,WCUST-00126,2026-02-04,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001601,WCUST-00126,2026-03-30,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001602,WCUST-00126,2026-05-30,REGULAR-BLEND-WHOLESALE,1,84.0,84.0
ORD-001603,WCUST-00126,2026-07-19,REGULAR-COLOMBIA-WHOLESALE,1,84.0,84.0
ORD-001604,WCUST-00126,2026-09-03,REGULAR-BLEND-WHOLESALE,1,84.0,84.0
ORD-001605,WCUST-00127,2024-01-29,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001606,WCUST-00127,2024-02-24,REGULAR-COLOMBIA-WHOLESALE,7,84.0,588.0
ORD-001607,WCUST-00127,2024-03-10,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001608,WCUST-00127,2024-03-27,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001608,WCUST-00127,2024-03-27,DECAF-COLOMBIA-RETAIL,3,15.5,46.5
ORD-001609,WCUST-00127,2024-04-22,DECAF-GUATEMALA-WHOLESALE,5,93.0,465.0
ORD-001610,WCUST-00127,2024-05-14,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001610,WCUST-00127,2024-05-14,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001611,WCUST-00127,2024-06-05,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001611,WCUST-00127,2024-06-05,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001612,WCUST-00127,2024-06-28,REGULAR-BLEND-WHOLESALE,8,84.0,672.0
ORD-001612,WCUST-00127,2024-06-28,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001613,WCUST-00127,2024-07-24,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001614,WCUST-00127,2024-08-13,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001615,WCUST-00127,2024-09-03,REGULAR-PERU-WHOLESALE,7,84.0,588.0
ORD-001616,WCUST-00127,2024-09-30,DECAF-GUATEMALA-WHOLESALE,3,93.0,279.0
ORD-001617,WCUST-00127,2024-10-16,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-001618,WCUST-00127,2024-10-31,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001619,WCUST-00127,2024-11-15,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-001619,WCUST-00127,2024-11-15,REGULAR-GUATEMALA-RETAIL,2,14.0,28.0
ORD-001620,WCUST-00127,2024-12-06,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001621,WCUST-00127,2024-12-29,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001622,WCUST-00127,2025-01-25,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001623,WCUST-00127,2025-02-21,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-001623,WCUST-00127,2025-02-21,REGULAR-COLOMBIA-RETAIL,3,14.0,42.0
ORD-001624,WCUST-00127,2025-03-13,DECAF-BLEND-WHOLESALE,4,93.0,372.0
ORD-001625,WCUST-00127,2025-04-02,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-001626,WCUST-00127,2025-04-19,DECAF-BLEND-WHOLESALE,5,93.0,465.0
ORD-001627,WCUST-00127,2025-05-07,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001628,WCUST-00127,2025-05-25,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001629,WCUST-00127,2025-06-15,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-001630,WCUST-00127,2025-07-11,DECAF-BLEND-WHOLESALE,4,93.0,372.0
ORD-001630,WCUST-00127,2025-07-11,REGULAR-COLOMBIA-RETAIL,3,14.0,42.0
ORD-001631,WCUST-00127,2025-07-30,DECAF-BLEND-WHOLESALE,5,93.0,465.0
ORD-001632,WCUST-00127,2025-08-15,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001633,WCUST-00127,2025-09-11,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001634,WCUST-00127,2025-10-06,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-001635,WCUST-00127,2025-10-28,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001636,WCUST-00127,2025-11-14,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001636,WCUST-00127,2025-11-14,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001637,WCUST-00127,2025-12-11,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001638,WCUST-00127,2026-01-05,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-001639,WCUST-00127,2026-01-20,DECAF-PERU-WHOLESALE,7,93.0,651.0
ORD-001640,WCUST-00127,2026-02-07,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001641,WCUST-00127,2026-02-27,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001642,WCUST-00127,2026-03-25,DECAF-COLOMBIA-WHOLESALE,8,93.0,744.0
ORD-001643,WCUST-00127,2026-04-12,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001643,WCUST-00127,2026-04-12,REGULAR-GUATEMALA-RETAIL,1,14.0,14.0
ORD-001644,WCUST-00127,2026-05-05,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001644,WCUST-00127,2026-05-05,REGULAR-BLEND-RETAIL,3,14.0,42.0
ORD-001645,WCUST-00127,2026-05-31,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001646,WCUST-00127,2026-06-18,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001647,WCUST-00127,2026-07-03,REGULAR-COLOMBIA-WHOLESALE,6,84.0,504.0
ORD-001647,WCUST-00127,2026-07-03,REGULAR-COLOMBIA-RETAIL,1,14.0,14.0
ORD-001648,WCUST-00127,2026-07-23,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001649,WCUST-00127,2026-08-15,DECAF-BLEND-WHOLESALE,7,93.0,651.0
ORD-001649,WCUST-00127,2026-08-15,REGULAR-COLOMBIA-RETAIL,3,14.0,42.0
ORD-001650,WCUST-00127,2026-08-31,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001651,WCUST-00129,2025-04-10,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001652,WCUST-00129,2025-04-26,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001653,WCUST-00129,2025-05-11,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-001654,WCUST-00129,2025-05-28,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001655,WCUST-00129,2025-06-24,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001656,WCUST-00129,2025-07-16,DECAF-BLEND-WHOLESALE,4,93.0,372.0
ORD-001657,WCUST-00129,2025-08-07,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-001657,WCUST-00129,2025-08-07,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001658,WCUST-00129,2025-09-01,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001659,WCUST-00129,2025-09-25,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-001659,WCUST-00129,2025-09-25,DECAF-GUATEMALA-RETAIL,2,15.5,31.0
ORD-001660,WCUST-00129,2025-10-16,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-001661,WCUST-00129,2025-11-06,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001662,WCUST-00129,2025-12-02,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001663,WCUST-00129,2025-12-23,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001664,WCUST-00129,2026-01-18,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-001665,WCUST-00129,2026-02-07,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-001666,WCUST-00129,2026-03-01,REGULAR-COLOMBIA-WHOLESALE,6,84.0,504.0
ORD-001667,WCUST-00129,2026-03-20,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001668,WCUST-00129,2026-04-11,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001669,WCUST-00129,2026-05-05,REGULAR-BLEND-WHOLESALE,8,84.0,672.0
ORD-001670,WCUST-00129,2026-05-31,DECAF-PERU-WHOLESALE,7,93.0,651.0
ORD-001671,WCUST-00129,2026-06-15,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001672,WCUST-00129,2026-07-09,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001673,WCUST-00129,2026-08-04,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-001673,WCUST-00129,2026-08-04,REGULAR-COLOMBIA-RETAIL,3,14.0,42.0
ORD-001674,WCUST-00129,2026-08-25,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-001675,WCUST-00130,2026-06-30,DECAF-COLOMBIA-WHOLESALE,5,93.0,465.0
ORD-001676,WCUST-00130,2026-07-19,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001677,WCUST-00130,2026-08-10,DECAF-BLEND-WHOLESALE,6,93.0,558.0
ORD-001678,WCUST-00130,2026-09-01,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001679,WCUST-00131,2026-08-04,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001680,WCUST-00131,2026-09-03,REGULAR-COLOMBIA-WHOLESALE,2,84.0,168.0
ORD-001681,WCUST-00132,2026-09-09,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-001681,WCUST-00132,2026-09-09,REGULAR-COLOMBIA-RETAIL,2,14.0,28.0
ORD-001682,WCUST-00134,2026-06-25,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001683,WCUST-00134,2026-07-22,REGULAR-COLOMBIA-WHOLESALE,6,84.0,504.0
ORD-001683,WCUST-00134,2026-07-22,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001684,WCUST-00135,2026-04-11,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001685,WCUST-00135,2026-05-20,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001685,WCUST-00135,2026-05-20,REGULAR-BLEND-RETAIL,1,14.0,14.0
ORD-001686,WCUST-00135,2026-06-23,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001687,WCUST-00135,2026-07-23,REGULAR-COLOMBIA-WHOLESALE,10,84.0,840.0
ORD-001688,WCUST-00135,2026-08-28,REGULAR-BLEND-WHOLESALE,9,84.0,756.0
ORD-001689,WCUST-00136,2025-11-29,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001690,WCUST-00136,2025-12-26,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001691,WCUST-00136,2026-01-10,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001692,WCUST-00136,2026-01-26,DECAF-PERU-WHOLESALE,8,93.0,744.0
ORD-001693,WCUST-00136,2026-02-22,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-001693,WCUST-00136,2026-02-22,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-001694,WCUST-00136,2026-03-12,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001694,WCUST-00136,2026-03-12,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001695,WCUST-00136,2026-04-01,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001696,WCUST-00136,2026-04-20,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001697,WCUST-00136,2026-05-16,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001698,WCUST-00136,2026-06-03,DECAF-COLOMBIA-WHOLESALE,7,93.0,651.0
ORD-001699,WCUST-00136,2026-06-19,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001700,WCUST-00136,2026-07-04,REGULAR-COLOMBIA-WHOLESALE,7,84.0,588.0
ORD-001701,WCUST-00136,2026-07-25,DECAF-COLOMBIA-WHOLESALE,4,93.0,372.0
ORD-001702,WCUST-00136,2026-08-09,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-001703,WCUST-00136,2026-09-03,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001704,WCUST-00138,2024-09-14,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-001705,WCUST-00138,2024-10-10,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001706,WCUST-00138,2024-11-05,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-001706,WCUST-00138,2024-11-05,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001707,WCUST-00138,2024-11-30,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001708,WCUST-00138,2024-12-15,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001709,WCUST-00138,2025-01-05,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001710,WCUST-00138,2025-01-30,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001711,WCUST-00138,2025-02-24,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001712,WCUST-00138,2025-03-15,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-001713,WCUST-00138,2025-04-11,DECAF-BLEND-WHOLESALE,6,93.0,558.0
ORD-001714,WCUST-00138,2025-04-27,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-001715,WCUST-00138,2025-05-15,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001716,WCUST-00138,2025-05-30,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-001717,WCUST-00138,2025-06-25,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-001718,WCUST-00138,2025-07-19,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-001719,WCUST-00138,2025-08-09,REGULAR-PERU-WHOLESALE,8,84.0,672.0
ORD-001719,WCUST-00138,2025-08-09,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-001720,WCUST-00138,2025-09-05,DECAF-GUATEMALA-WHOLESALE,4,93.0,372.0
ORD-001721,WCUST-00138,2025-09-24,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-001722,WCUST-00138,2025-10-12,DECAF-GUATEMALA-WHOLESALE,8,93.0,744.0
ORD-001723,WCUST-00138,2025-11-01,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-001724,WCUST-00138,2025-11-26,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-001725,WCUST-00138,2025-12-22,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001726,WCUST-00138,2026-01-10,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-001727,WCUST-00138,2026-01-25,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-001728,WCUST-00138,2026-02-15,REGULAR-PERU-WHOLESALE,8,84.0,672.0
ORD-001729,WCUST-00138,2026-03-02,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-001730,WCUST-00138,2026-03-17,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-001731,WCUST-00138,2026-04-03,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
